Annual maxima of daily discharge,Annual maxima of daily precipitation,Annual maxima of daily precipitation and snowmelt,Annual maxima of daily snowmelt,Annual maxima of daily total runoff coefficient,Annual mean of daily discharge,Annual mean of daily near-surface air temperature,Annual mean of daily precipitation,Annual mean of daily total runoff coefficient,Area,Average elevation,Average water capacity,Build-up areas,Circularity,Clay,Confidence,Eolian deposits,Forests,Glaciers,Gravel,Irrigated agriculture,Lakes,Marshes,Peat,River network density,River slopeness,Sand,Silt,Slopeness (average),Soil sealing,Soil texture (dimensionless index from 1 to 13),Steepness (equation),Time of concentration,Total area,Unconsolidated deposits,U-matrix,X,Y,XY,Total events in node
214.253,35.685,67.575,61.236,0.987,31.228,269.457,3.880,0.860,1289.233,1218.749,143.885,0.088,0.305,11.522,98.091,-0.000,10.004,0.990,26.331,0.000,2.947,2.432,-0.000,0.379,48.677,49.937,38.412,16.803,0.060,1.004,67.239,123.679,1268.445,0.004,0.517,8,42,2528,11.000
208.408,35.343,62.437,56.076,0.983,31.270,269.207,3.852,0.851,1283.207,1266.823,144.799,0.080,0.304,11.712,98.246,-0.000,8.630,1.285,26.703,0.000,2.726,2.112,-0.000,0.380,51.296,49.451,38.687,17.225,0.061,1.001,71.438,107.504,1267.860,0.001,0.371,9,42,2529,55.000
180.703,37.019,60.024,52.960,0.976,27.716,269.451,3.990,0.832,1090.543,1256.006,145.209,0.062,0.309,11.808,98.203,0.000,7.921,1.426,26.907,0.000,2.765,2.141,-0.000,0.384,52.525,49.206,38.832,18.002,0.054,1.000,77.702,108.720,1081.385,0.002,0.423,10,42,2530,42.000
124.956,42.857,62.901,52.934,0.964,19.275,270.540,4.512,0.813,670.144,1151.409,144.683,0.034,0.322,11.957,98.636,0.000,7.939,1.199,26.800,0.000,2.778,2.580,-0.000,0.389,55.996,48.702,39.213,20.143,0.041,1.001,89.764,113.193,666.369,0.067,0.671,11,42,2531,9.000
80.166,53.412,73.410,57.066,0.951,12.576,272.078,5.547,0.822,258.444,970.435,144.417,0.011,0.336,12.325,99.267,0.001,9.877,1.046,25.620,0.000,3.423,2.638,-0.000,0.399,65.017,47.288,40.323,24.822,0.034,1.003,98.259,114.336,256.258,0.852,0.785,12,42,2532,18.000
86.963,59.593,81.164,59.744,0.947,15.473,272.777,6.242,0.844,207.378,851.072,144.496,0.013,0.339,12.450,99.036,0.001,13.376,1.543,24.211,0.000,4.905,2.119,-0.000,0.410,72.149,46.327,41.189,28.944,0.037,1.003,99.282,134.965,205.376,3.074,0.667,13,42,2533,24.000
93.833,60.972,84.141,60.173,0.944,18.318,273.043,6.378,0.845,226.636,766.120,144.538,0.046,0.344,12.253,98.249,0.001,17.306,1.879,23.748,0.000,6.153,1.780,-0.000,0.422,74.783,46.077,41.631,31.505,0.041,1.002,112.908,192.941,225.981,5.016,0.695,14,42,2534,53.000
74.202,57.732,81.205,58.322,0.943,14.228,273.066,5.918,0.822,175.071,719.556,146.125,0.158,0.354,12.097,97.577,0.000,20.986,1.583,24.715,0.000,5.740,1.786,-0.000,0.440,74.918,45.774,42.082,33.137,0.053,1.001,146.989,365.855,175.999,4.120,1.116,15,42,2535,nan
53.017,53.131,73.238,53.543,0.933,8.477,273.217,5.487,0.806,114.716,728.180,147.827,0.311,0.354,12.139,98.671,0.000,25.105,1.311,25.829,0.000,3.170,1.991,-0.000,0.448,85.871,45.757,42.139,36.012,0.099,1.008,175.644,718.325,117.829,2.249,1.121,16,42,2536,10.000
52.171,52.017,69.006,49.702,0.916,7.854,273.520,5.519,0.801,113.221,742.872,147.535,0.473,0.350,12.364,99.691,-0.000,28.095,1.353,25.542,0.000,1.912,1.867,-0.000,0.443,97.079,45.809,41.943,38.758,0.144,1.039,192.427,871.654,117.604,2.217,0.959,17,42,2537,81.000
46.246,52.126,67.754,48.089,0.897,7.004,273.632,5.522,0.788,103.389,903.120,141.830,0.887,0.355,13.082,99.923,-0.000,28.197,1.190,23.887,0.000,1.481,1.486,-0.000,0.431,100.525,45.418,41.616,40.510,0.199,1.194,226.921,795.557,107.482,2.057,1.697,18,42,2538,nan
18.943,51.727,65.464,48.258,0.857,2.898,272.531,5.137,0.765,55.041,1739.447,111.500,1.073,0.386,14.986,99.976,0.000,19.061,0.405,18.330,0.000,0.432,0.446,-0.000,0.448,107.310,44.630,40.450,45.942,0.244,1.789,263.631,381.784,56.961,0.730,1.655,19,42,2539,nan
10.645,51.579,64.658,48.841,0.845,1.711,271.601,4.874,0.763,49.513,2135.538,100.623,0.699,0.399,15.039,99.980,0.001,14.676,0.177,15.854,0.000,0.042,0.070,0.000,0.486,113.996,45.405,39.620,47.285,0.208,2.046,237.325,210.559,50.887,0.423,0.895,20,42,2540,nan
17.192,52.038,65.671,49.659,0.849,3.272,271.450,4.833,0.763,98.540,2178.150,103.325,0.572,0.395,14.669,99.954,0.003,15.292,0.445,14.885,0.001,0.032,0.036,0.000,0.516,119.478,46.221,39.171,45.630,0.206,2.140,205.309,187.039,100.104,0.814,0.843,21,42,2541,nan
59.969,52.675,67.743,50.942,0.864,15.809,272.427,5.073,0.754,443.451,2021.492,109.068,0.864,0.369,15.373,99.690,0.021,18.697,1.733,13.467,0.012,0.238,0.022,0.004,0.571,134.456,45.396,39.258,43.310,0.368,2.289,160.809,196.273,445.658,2.023,1.038,22,42,2542,nan
186.075,54.982,70.850,51.670,0.871,61.524,273.985,5.529,0.745,1659.926,1742.576,110.830,1.990,0.334,16.356,98.491,0.148,23.296,4.195,12.368,0.083,1.200,0.023,0.047,0.620,154.401,44.102,39.531,41.457,0.832,2.456,109.128,216.695,1666.770,3.595,0.916,23,42,2543,38.000
365.777,59.333,74.529,51.486,0.851,132.723,274.670,5.788,0.744,3603.558,1600.289,103.911,3.540,0.320,16.305,96.542,0.513,25.319,5.797,12.119,0.262,2.752,0.043,0.177,0.626,161.719,44.401,39.291,40.518,1.453,2.731,76.495,206.642,3616.105,4.331,0.669,24,42,2544,32.000
526.224,62.146,76.049,50.027,0.825,185.656,274.919,5.866,0.738,5126.792,1543.129,100.534,4.420,0.316,16.166,95.317,0.861,26.919,5.661,11.623,0.389,3.534,0.071,0.326,0.635,166.606,44.830,39.011,39.723,1.871,3.046,59.924,191.604,5144.350,4.941,0.611,25,42,2545,24.000
688.809,61.393,74.950,49.367,0.812,206.272,274.654,5.760,0.731,5838.634,1569.014,104.287,3.943,0.320,15.966,95.759,0.970,30.036,3.902,10.544,0.283,2.553,0.111,0.416,0.669,179.614,45.225,38.823,40.344,1.828,3.296,54.005,211.692,5871.583,6.087,0.693,26,42,2546,nan
846.386,58.620,72.229,48.755,0.809,219.522,274.336,5.542,0.724,6480.153,1605.557,107.191,3.020,0.327,15.822,96.741,1.110,33.804,2.425,9.607,0.136,1.208,0.165,0.364,0.700,192.371,45.488,38.707,41.461,1.600,3.518,49.944,260.625,6519.727,7.630,0.581,27,42,2547,20.000
889.084,56.227,69.297,47.493,0.811,221.775,274.371,5.354,0.717,6773.091,1597.993,106.093,2.542,0.332,15.905,97.104,1.282,36.001,1.927,9.224,0.121,0.820,0.206,0.197,0.704,194.460,45.472,38.640,41.666,1.451,3.656,48.016,286.990,6800.138,8.622,0.470,28,42,2548,43.000
749.793,54.014,67.096,47.703,0.827,184.729,274.463,5.174,0.710,5789.788,1598.398,104.410,2.151,0.336,15.990,97.654,1.400,37.078,1.498,8.487,0.171,0.698,0.230,0.062,0.707,192.949,45.527,38.498,42.085,1.238,3.763,55.881,268.962,5803.066,9.298,0.586,29,42,2549,5.000
394.911,51.135,64.471,49.080,0.862,94.332,274.259,4.978,0.697,3118.998,1652.061,104.724,1.580,0.340,15.776,98.886,1.619,36.437,0.813,6.752,0.232,0.432,0.281,0.008,0.713,192.916,46.069,38.160,43.227,0.847,3.900,80.578,201.987,3126.634,10.850,0.660,30,42,2550,12.000
190.523,49.206,61.010,47.032,0.860,43.053,273.961,4.738,0.680,1719.692,1711.375,102.596,1.209,0.340,15.472,99.645,1.700,35.161,0.437,5.695,0.295,0.229,0.320,0.002,0.717,195.784,46.584,37.938,43.695,0.599,3.873,95.822,162.038,1731.913,11.737,0.605,31,42,2551,14.000
165.989,50.167,60.735,43.980,0.818,37.709,274.167,4.569,0.665,1715.840,1700.309,96.741,1.215,0.343,15.450,99.737,1.397,36.304,0.391,5.696,0.344,0.223,0.258,0.003,0.723,192.452,46.609,37.936,43.196,0.587,3.726,95.935,172.622,1732.722,11.473,0.717,32,42,2552,8.000
122.125,52.715,63.200,43.253,0.783,27.690,274.894,4.787,0.663,1228.108,1567.866,100.636,1.574,0.349,15.263,99.645,1.142,40.609,0.250,5.486,0.201,0.202,0.192,0.002,0.719,172.873,46.818,37.925,41.567,0.731,3.910,100.748,237.368,1240.148,15.115,0.918,33,42,2553,4.000
79.932,54.175,63.768,42.170,0.765,16.712,275.542,5.177,0.674,687.543,1418.716,108.109,2.007,0.355,14.929,99.548,1.100,45.225,0.075,5.077,0.048,0.107,0.159,0.001,0.712,151.048,47.230,37.861,39.613,0.909,4.229,105.056,308.576,692.732,20.077,0.782,34,42,2554,2.000
84.610,54.302,62.146,38.952,0.740,16.897,275.853,5.385,0.681,680.248,1341.901,109.776,2.303,0.357,15.020,99.479,1.209,47.989,0.023,5.096,0.007,0.098,0.147,0.005,0.709,139.176,47.015,37.992,38.326,1.018,4.361,103.461,330.224,683.330,21.274,0.550,35,42,2555,nan
129.502,53.507,60.167,36.316,0.728,26.003,276.102,5.419,0.680,986.825,1289.675,109.822,2.413,0.358,15.745,99.366,1.497,50.363,0.035,5.659,0.001,0.188,0.165,0.011,0.713,132.346,45.777,38.504,37.636,1.054,4.385,99.578,312.203,990.779,18.854,0.557,36,42,2556,7.000
205.125,51.988,58.505,35.177,0.742,40.210,276.411,5.333,0.672,1369.570,1242.154,110.874,2.275,0.358,16.824,99.082,1.773,53.484,0.062,6.687,0.002,0.369,0.253,0.012,0.721,129.488,44.049,39.148,37.833,1.047,4.384,93.314,285.111,1375.607,14.040,0.577,37,42,2557,34.000
237.597,50.610,57.050,34.072,0.755,44.897,276.677,5.172,0.659,1423.491,1229.646,112.093,2.090,0.356,17.635,98.672,1.733,56.193,0.062,7.588,0.002,0.596,0.466,0.006,0.728,129.764,43.066,39.331,38.821,1.055,4.424,86.930,281.086,1428.018,9.056,0.486,38,42,2558,16.000
203.588,50.140,55.943,32.491,0.744,36.819,276.801,5.007,0.646,1162.950,1251.010,112.028,1.929,0.357,18.023,98.378,1.469,57.516,0.045,8.189,0.002,0.761,0.700,0.001,0.731,130.294,42.863,39.164,39.950,1.045,4.444,85.342,276.706,1162.813,5.476,0.395,39,42,2559,28.000
174.952,50.291,55.459,30.990,0.716,29.094,276.891,4.840,0.633,993.169,1277.679,108.614,1.744,0.359,18.174,98.394,1.129,56.849,0.035,8.809,0.007,0.784,0.753,0.000,0.732,132.123,42.891,38.993,40.809,0.981,4.351,86.704,251.440,989.429,3.580,0.441,40,42,2560,27.000
181.587,50.900,56.358,30.477,0.693,25.004,277.296,4.488,0.603,988.592,1291.063,93.387,1.272,0.365,18.518,98.917,0.711,52.999,0.037,10.062,0.027,0.572,0.488,0.000,0.735,141.436,42.822,38.715,41.577,0.724,4.049,90.732,201.142,982.996,2.170,0.659,41,42,2561,5.000
180.064,52.140,58.194,30.359,0.683,20.248,277.998,4.062,0.560,877.353,1290.364,69.557,0.657,0.373,19.125,99.604,0.312,48.624,0.031,11.924,0.045,0.272,0.151,-0.000,0.735,152.781,42.677,38.245,42.016,0.372,3.688,100.051,161.397,872.280,0.871,0.667,42,42,2562,9.000
129.970,52.545,58.266,29.008,0.673,13.763,278.312,3.959,0.541,579.929,1276.430,63.283,0.556,0.376,19.522,99.815,0.344,51.834,0.017,12.474,0.033,0.151,0.110,-0.000,0.734,146.979,42.342,38.174,41.033,0.295,3.732,115.097,184.547,577.473,0.382,0.789,43,42,2563,3.000
63.169,50.215,55.480,27.870,0.678,7.695,278.136,4.242,0.554,260.664,1180.018,90.171,1.148,0.370,19.438,99.659,1.370,62.276,0.005,10.909,0.009,0.097,0.400,0.000,0.732,123.924,41.546,39.047,39.211,0.656,4.158,139.504,258.034,261.566,0.627,0.925,44,42,2564,1.000
36.490,48.197,53.228,28.308,0.699,5.323,277.868,4.592,0.573,136.964,1086.913,120.432,1.900,0.361,18.979,99.236,2.090,68.718,0.001,11.074,0.001,0.110,0.511,0.000,0.730,102.698,41.600,39.455,37.382,1.197,4.545,153.670,306.184,137.579,1.557,0.601,45,42,2565,13.000
28.233,48.855,53.603,28.685,0.708,3.964,277.943,4.807,0.585,101.621,1044.066,135.022,2.345,0.349,18.661,98.424,2.070,70.623,0.001,12.703,0.000,0.227,0.328,0.000,0.728,90.547,42.357,39.002,34.966,1.589,4.755,165.644,329.885,101.499,2.580,0.489,46,42,2566,40.000
23.263,50.501,55.023,28.516,0.709,2.892,278.162,4.910,0.592,79.691,1008.917,139.439,2.551,0.335,18.582,97.725,2.113,70.885,0.000,13.880,0.000,0.335,0.197,0.000,0.727,84.317,42.743,38.672,32.418,1.835,4.868,179.483,346.670,80.399,3.122,0.507,47,42,2567,19.000
31.944,53.457,58.267,27.978,0.724,3.522,278.661,4.892,0.596,90.248,981.835,123.920,2.349,0.325,19.146,98.126,2.012,69.238,0.000,14.635,0.001,0.294,0.155,0.001,0.711,85.334,41.827,39.016,29.772,1.759,5.038,169.832,302.499,91.241,2.519,0.733,48,42,2568,8.000
64.443,57.247,63.655,28.183,0.763,6.685,279.372,4.737,0.602,152.823,981.039,86.771,1.712,0.325,20.572,99.486,1.554,68.065,0.000,14.943,0.002,0.127,0.140,0.002,0.657,95.044,39.238,40.203,27.685,1.217,5.378,128.083,177.618,151.346,1.016,0.754,49,42,2569,4.000
87.184,60.085,67.125,27.784,0.759,8.710,279.662,4.562,0.597,200.355,982.597,71.833,1.403,0.331,21.248,99.926,1.193,68.622,0.000,14.730,0.006,0.069,0.110,0.001,0.631,99.241,38.177,40.603,27.532,0.900,5.525,107.549,115.987,197.323,0.581,0.492,50,42,2570,35.000
98.644,63.916,69.656,24.897,0.717,9.287,280.060,4.211,0.565,244.579,946.569,68.743,1.170,0.343,21.302,99.927,0.909,67.782,0.000,13.977,0.018,0.048,0.075,0.000,0.635,96.323,38.830,39.900,28.194,0.734,5.402,101.472,100.029,242.806,0.741,0.541,51,42,2571,16.000
109.625,68.762,72.228,21.004,0.668,9.459,280.809,3.753,0.516,322.152,861.145,70.852,0.892,0.360,20.927,99.756,0.541,65.725,0.000,12.292,0.039,0.028,0.040,0.000,0.642,87.559,40.753,38.358,28.849,0.575,4.979,95.796,109.072,325.225,1.375,0.605,52,42,2572,16.000
133.693,71.606,74.501,20.793,0.649,11.735,281.153,3.732,0.501,433.165,808.334,79.318,0.870,0.366,20.497,99.528,0.328,63.820,0.000,10.169,0.046,0.030,0.047,0.000,0.628,80.450,41.855,37.692,28.572,0.596,4.546,90.240,139.916,440.304,2.597,0.581,53,42,2573,15.000
164.707,72.797,76.032,23.207,0.638,15.807,280.824,4.085,0.519,569.552,830.763,88.199,1.200,0.363,20.058,99.305,0.316,59.624,0.001,8.042,0.048,0.062,0.121,0.000,0.608,77.730,41.978,38.005,27.930,0.846,4.229,87.433,172.490,576.123,4.129,0.560,54,42,2574,14.000
179.242,73.203,76.257,25.048,0.631,18.085,280.199,4.479,0.548,667.062,887.634,94.402,1.840,0.358,19.318,98.839,0.410,52.851,0.002,6.811,0.074,0.122,0.235,0.000,0.592,75.072,42.542,38.170,27.070,1.209,4.080,86.966,177.923,670.733,5.463,0.577,55,42,2575,17.000
180.397,73.740,76.496,25.768,0.641,19.097,279.799,4.716,0.571,733.806,920.291,98.670,2.632,0.350,18.679,97.949,0.507,46.293,0.009,6.598,0.134,0.175,0.312,0.002,0.578,72.296,43.361,37.984,25.730,1.553,4.096,88.157,160.423,736.191,6.866,0.608,56,42,2576,15.000
203.486,76.590,79.412,25.697,0.658,24.759,279.855,4.675,0.577,985.828,906.958,100.534,3.365,0.339,18.433,96.930,0.542,40.586,0.041,6.811,0.347,0.247,0.300,0.019,0.554,68.411,43.897,37.695,23.442,1.817,4.159,84.009,149.775,989.159,7.547,0.677,57,42,2577,22.000
258.380,82.032,85.297,24.610,0.672,37.565,280.315,4.388,0.562,1550.997,849.400,96.456,3.723,0.326,18.534,96.534,0.454,36.166,0.113,7.101,0.783,0.446,0.241,0.068,0.510,58.887,44.115,37.385,19.868,1.932,4.144,69.435,155.904,1555.109,6.189,0.712,58,42,2578,13.000
285.902,85.177,88.679,23.677,0.678,45.327,280.613,4.201,0.550,1903.520,811.060,92.298,3.767,0.320,18.646,96.533,0.348,34.348,0.159,7.221,1.042,0.608,0.223,0.104,0.484,51.710,44.162,37.230,17.703,1.938,4.093,59.856,160.293,1907.411,4.865,0.755,59,42,2579,53.000
150.321,39.056,85.716,79.264,0.984,29.308,269.560,3.888,0.864,899.646,801.911,95.794,0.038,0.322,6.814,84.547,0.000,17.559,1.171,5.567,0.000,9.459,3.570,0.000,0.369,34.705,62.578,30.676,15.781,0.024,2.524,44.736,743.336,826.977,0.004,0.454,0,43,2580,1.000
148.857,38.139,88.143,82.090,0.986,27.662,269.591,3.837,0.863,874.135,809.134,96.502,0.042,0.323,7.198,85.886,0.000,17.666,1.023,5.572,0.000,8.475,3.272,0.000,0.365,36.741,61.350,31.500,16.241,0.023,2.375,47.791,664.433,807.992,0.061,0.862,1,43,2581,1.000
139.735,35.425,94.869,90.146,0.993,21.513,269.684,3.710,0.869,739.470,826.755,102.536,0.048,0.325,8.543,91.072,0.000,16.680,0.453,6.115,0.000,5.295,2.015,0.000,0.356,47.590,56.662,34.760,18.584,0.025,1.701,62.772,369.457,691.203,0.331,0.932,2,43,2582,9.000
147.660,35.148,96.675,92.086,0.996,21.736,269.797,3.731,0.876,746.629,826.919,108.064,0.049,0.325,9.038,93.411,-0.000,16.210,0.252,7.171,0.000,4.344,1.586,0.000,0.358,53.142,54.821,36.070,19.745,0.029,1.374,69.060,243.895,698.851,0.445,0.537,3,43,2583,76.000
186.892,37.967,96.471,89.947,0.993,29.448,270.327,3.962,0.872,964.124,831.351,117.460,0.069,0.325,9.460,94.630,-0.000,17.957,0.271,10.956,0.000,4.552,2.263,0.000,0.368,50.246,54.162,36.312,19.345,0.037,1.249,65.157,222.843,909.530,0.356,0.883,4,43,2584,4.000
201.717,43.300,93.437,83.719,0.987,32.690,271.202,4.408,0.857,1034.175,919.621,135.864,0.099,0.324,10.567,96.345,-0.000,17.268,0.347,20.528,0.000,4.965,3.463,0.000,0.383,41.173,52.433,36.958,17.838,0.042,1.078,61.656,219.213,988.394,0.118,1.047,5,43,2585,3.000
149.182,43.151,88.644,79.769,0.987,22.340,271.013,4.485,0.857,718.536,1047.615,142.586,0.087,0.324,11.198,96.795,-0.000,12.310,0.417,25.304,0.000,4.791,3.197,-0.000,0.385,40.100,51.043,37.711,17.470,0.039,1.017,68.665,209.137,693.002,0.028,0.746,6,43,2586,16.000
128.107,40.081,82.023,74.835,0.989,17.102,270.294,4.345,0.867,592.706,1167.051,144.794,0.066,0.318,11.555,97.134,-0.000,8.639,0.666,26.639,0.000,4.099,2.358,-0.000,0.384,44.001,50.000,38.351,17.550,0.043,1.005,75.626,168.564,579.632,0.009,0.617,7,43,2587,11.000
150.882,37.266,72.664,66.364,0.989,19.859,269.487,4.161,0.878,727.055,1270.969,146.702,0.055,0.310,11.831,97.485,-0.000,6.558,1.225,27.105,0.000,3.382,1.675,-0.000,0.385,48.288,49.131,38.888,17.473,0.050,1.001,79.627,118.866,721.840,0.001,0.517,8,43,2588,14.000
169.999,36.880,66.291,59.883,0.986,23.640,269.163,4.111,0.877,854.561,1309.263,147.472,0.049,0.308,11.918,97.505,-0.000,6.015,1.765,27.224,0.000,3.187,1.434,-0.000,0.387,51.468,48.830,39.087,17.824,0.049,1.000,80.989,104.608,853.160,0.000,0.383,9,43,2589,52.000
166.374,38.699,63.487,56.340,0.979,24.535,269.306,4.255,0.862,849.033,1298.661,147.568,0.040,0.313,11.920,97.544,-0.000,6.188,2.198,27.253,0.000,3.177,1.304,-0.000,0.392,56.120,48.694,39.229,19.059,0.045,1.000,83.537,109.980,848.931,0.001,0.511,10,43,2590,18.000
125.562,45.127,66.429,56.689,0.967,19.269,270.315,4.855,0.843,568.193,1186.788,146.946,0.026,0.329,11.908,98.409,0.000,7.977,2.302,27.033,0.000,3.084,1.374,-0.000,0.401,69.159,48.072,39.925,23.294,0.042,1.000,93.233,114.613,568.295,0.055,0.775,11,43,2591,6.000
83.227,53.386,74.324,60.702,0.958,12.937,271.606,5.693,0.849,237.827,1013.704,146.469,0.013,0.348,11.837,99.400,0.000,11.892,2.472,26.430,0.000,3.323,1.589,-0.000,0.414,87.731,46.964,41.203,30.907,0.042,1.000,105.596,101.928,238.128,0.537,0.733,12,43,2592,20.000
79.362,56.571,78.669,62.019,0.954,13.255,272.151,6.028,0.857,185.221,912.178,146.489,0.009,0.355,11.771,99.134,0.000,14.985,2.805,25.854,0.000,4.213,1.560,-0.000,0.426,92.927,46.425,41.836,35.016,0.039,1.001,113.784,105.725,185.672,1.829,0.647,13,43,2593,21.000
78.333,57.679,81.482,60.808,0.946,14.279,272.584,5.997,0.840,183.318,783.990,146.752,0.016,0.361,11.828,97.722,0.000,18.949,2.516,25.407,0.000,5.768,1.306,-0.000,0.443,87.455,45.871,42.306,36.622,0.036,1.001,137.439,139.387,183.737,3.333,0.748,14,43,2594,7.000
58.952,56.338,80.709,57.018,0.937,10.588,272.985,5.567,0.802,129.216,641.696,147.853,0.075,0.372,12.020,95.918,0.000,24.045,1.585,25.639,0.000,6.754,0.960,-0.000,0.466,79.145,45.065,42.883,37.943,0.040,1.004,184.220,239.979,130.021,2.969,0.998,15,43,2595,44.000
38.284,53.424,74.250,51.933,0.922,5.553,273.467,5.348,0.781,68.046,665.905,148.281,0.478,0.367,12.441,97.159,-0.000,27.983,1.258,25.643,0.000,4.502,1.109,-0.000,0.457,87.001,44.970,42.607,39.510,0.114,1.057,222.647,543.845,70.682,1.914,1.352,16,43,2596,nan
29.188,52.726,69.195,47.742,0.889,3.785,274.189,5.544,0.764,50.419,856.075,146.002,1.658,0.357,13.574,99.416,-0.000,30.686,1.460,23.558,0.000,1.814,1.194,-0.000,0.408,98.506,44.765,41.710,39.851,0.268,1.248,285.906,705.917,54.036,1.841,1.704,17,43,2597,nan
17.798,53.567,68.479,46.822,0.856,2.376,274.415,5.576,0.736,36.509,1226.759,134.851,2.857,0.366,15.174,99.948,0.000,29.601,1.251,19.981,0.000,0.748,0.695,-0.000,0.368,100.398,43.881,40.931,40.589,0.403,1.589,365.532,532.421,38.830,1.140,1.831,18,43,2598,nan
8.442,52.238,66.169,48.915,0.845,1.336,272.648,5.148,0.747,33.518,1908.410,106.923,1.763,0.391,15.690,99.998,0.000,18.450,0.530,16.911,0.000,0.125,0.120,-0.000,0.420,110.163,44.163,40.166,46.228,0.303,1.935,317.966,277.979,34.377,0.218,1.163,19,43,2599,nan
8.797,51.340,65.042,50.042,0.847,1.583,271.306,4.851,0.765,48.290,2208.088,97.881,0.635,0.398,14.894,99.998,0.000,12.799,0.398,15.995,0.000,0.008,0.007,0.000,0.476,121.097,45.551,39.628,47.886,0.168,2.014,246.013,197.604,48.863,0.061,0.576,20,43,2600,79.000
15.874,51.506,65.351,50.373,0.847,3.247,270.819,4.749,0.771,104.476,2291.887,99.178,0.348,0.395,14.240,99.979,0.000,12.256,0.737,15.331,0.002,0.019,0.001,0.000,0.502,129.036,46.652,39.192,46.811,0.119,2.040,211.855,176.580,104.918,0.203,0.495,21,43,2601,88.000
60.390,51.758,65.826,50.358,0.851,14.779,271.004,4.785,0.769,467.692,2253.257,102.409,0.472,0.379,14.280,99.803,0.002,14.523,1.905,14.241,0.023,0.169,0.002,0.002,0.543,141.674,46.712,39.071,45.516,0.196,2.115,170.317,195.463,469.546,1.089,0.759,22,43,2602,nan
185.243,53.398,68.055,50.828,0.858,52.605,272.098,5.091,0.762,1555.800,2045.089,104.976,1.317,0.347,15.068,99.073,0.028,19.842,4.370,12.828,0.133,0.732,0.006,0.017,0.600,162.063,45.636,39.311,44.330,0.538,2.264,109.136,245.487,1566.221,3.073,0.876,23,43,2603,1.000
325.085,57.579,72.612,52.119,0.850,101.030,273.070,5.493,0.758,2813.690,1861.941,103.282,2.411,0.329,15.390,97.983,0.145,23.173,5.946,12.352,0.275,1.535,0.018,0.073,0.624,173.994,45.306,39.306,43.713,0.956,2.411,77.859,237.984,2836.776,4.119,0.731,24,43,2604,1.000
488.094,61.491,76.748,53.624,0.831,138.347,273.467,5.776,0.754,3814.800,1778.460,105.389,2.788,0.324,15.342,97.635,0.293,26.107,4.749,11.477,0.243,1.682,0.033,0.152,0.662,188.231,45.624,39.041,43.622,1.157,2.568,65.205,194.718,3848.918,4.462,0.704,25,43,2605,nan
633.744,61.294,76.997,54.373,0.823,156.925,273.244,5.704,0.751,4481.331,1800.805,109.505,2.356,0.325,15.112,98.153,0.348,28.829,2.670,10.367,0.128,0.971,0.048,0.154,0.703,203.921,46.113,38.789,44.330,1.078,2.697,59.638,189.439,4531.837,5.268,0.610,26,43,2606,4.000
734.983,59.247,74.484,52.728,0.820,177.640,273.224,5.485,0.744,5312.206,1798.582,108.524,2.199,0.327,15.008,98.217,0.485,30.886,2.123,9.792,0.123,0.662,0.071,0.115,0.716,210.829,46.405,38.607,44.497,1.089,2.894,55.073,217.870,5369.021,6.421,0.486,27,43,2607,48.000
763.493,56.729,71.005,50.379,0.819,186.799,273.334,5.229,0.736,5876.333,1783.859,104.144,2.109,0.329,14.980,98.173,0.693,32.509,2.147,9.346,0.195,0.635,0.099,0.065,0.719,214.081,46.622,38.417,44.294,1.104,3.130,53.656,240.404,5918.731,7.281,0.489,28,43,2608,9.000
637.187,53.934,67.367,49.087,0.829,155.398,273.378,4.966,0.726,5183.884,1790.665,98.912,1.833,0.332,14.932,98.582,0.911,33.444,1.971,8.431,0.316,0.586,0.145,0.020,0.724,216.554,46.908,38.172,44.422,0.974,3.359,62.223,225.655,5204.769,7.855,0.537,29,43,2609,9.000
383.259,51.552,63.475,47.619,0.842,89.284,273.336,4.733,0.710,3334.952,1817.164,93.770,1.390,0.333,14.959,99.364,1.095,33.208,1.328,7.114,0.427,0.403,0.235,0.005,0.734,216.356,47.089,37.953,44.645,0.709,3.520,80.873,178.192,3348.065,8.276,0.490,30,43,2610,8.000
275.367,51.440,61.652,44.500,0.819,62.533,273.445,4.463,0.686,2730.453,1847.011,82.406,1.093,0.334,15.333,99.686,0.916,32.873,0.922,6.899,0.514,0.324,0.240,0.007,0.745,213.839,46.678,37.989,44.383,0.552,3.408,85.683,154.297,2745.495,6.670,0.511,31,43,2611,15.000
259.637,53.253,62.553,41.571,0.775,59.473,273.747,4.252,0.663,2706.075,1855.883,71.827,0.997,0.336,15.924,99.683,0.574,33.330,0.795,7.395,0.503,0.412,0.154,0.007,0.753,209.404,45.929,38.153,44.290,0.500,3.219,82.629,149.207,2720.211,4.510,0.534,32,43,2612,10.000
216.932,55.141,63.688,38.953,0.730,49.551,274.232,4.233,0.645,2167.685,1803.069,72.780,1.019,0.340,16.403,99.642,0.501,34.575,0.620,7.561,0.338,0.471,0.108,0.004,0.752,201.374,45.368,38.238,44.295,0.488,3.275,87.913,153.484,2177.295,4.846,0.695,33,43,2613,7.000
